,symbol,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap,publicoalvo,administrador,rendimento,dy,data_pagamento,data_base,rendimento_12m,rendimento_12m_porcen,patrimonio_cota,cota_vp,negocios,participacao_ifix,numero_cotista,patrimonio,cota_base,tipo,subtipo
183,KNRI11,BRL,FII KINEA   CI,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,-0.05000305,-0.031059723,2023-07-28T20:05:00.000Z,160.94,162.39,160.02 - 162.39,160.02,31305.0,160.99,161.18,26.940002,0.2010448,134.0 - 163.48,-2.5399933,-0.015537028,134.0,163.48,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,144.4615,16.4785,0.114068456,25298.0,24424.0,3887843840.0,Investidores em Geral,INTRAG DTVM LTDA.,0.95,0.62,15/06/2023,31/05/2023,0.93,0.61,160.18,0.97,98.0,3.31,249096.0,3873417184.24,152.29,Fundo Misto,Misto
184,KNSC11,BRL,FII KINEA SCCI,Kinea Securities Fundo De Investimento Imobiliario – Fii,0.66999817,0.76544976,2023-07-28T20:05:00.000Z,88.2,88.29,87.53 - 88.29,87.53,38439.0,87.53,87.53,5.0,0.060096156,83.2 - 91.95,-3.75,-0.040783037,83.2,91.95,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,86.72145,1.4785461,0.01704937,40073.0,34875.0,1170925568.0,Investidores em Geral,INTRAG DTVM LTDA.,1.05,1.15,14/06/2023,31/05/2023,0.86,0.95,89.54,0.98,135.0,1.04,94300.0,1201351095.06,90.99,Papel,Papéis
185,LASC11,BRL,FII LEGATUS CI,Legatus Shoppings Fundo De Investimento Imobiliario - FII,-0.010002136,-0.00988451,2023-07-28T18:57:02.000Z,101.18,101.19,100.5 - 101.19,100.5,29323.0,101.19,101.18,16.18,0.19035295,85.0 - 109.99,-8.809998,-0.08009817,85.0,109.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,98.64695,2.5330505,0.025677942,6326.0,20217.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.6,0.6,07/06/2023,31/05/2023,1.03,1.03,102.07,1.0,158.0,,365.0,300034047.66,100.0,Tijolo,Shoppings
186,LFTT11,BRL,FII LOFT II CI,Loft II Fundo De Investimento Imobiliario,4.399334,9.542886,2023-07-28T19:51:31.000Z,50.5,52.3,50.5 - 52.3,50.5,1945.0,46.100666,51.05,0.0,0.0,50.5 - 94.0,-43.5,-0.46276596,50.5,94.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,71.45515,-20.955147,-0.29326296,351.0,773.0,,Investidor Qualificado,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.74,1.27,27/06/2023,13/06/2023,4.37,7.54,34.37,1.69,172.0,,452.0,220601496.62,57.94,Papel,Papéis
187,LGCP11,BRL,FII LGCP INTCI  ES,Imob I Fundo De Investimento Imobiliario - FII,0.3600006,0.42085642,2023-07-28T20:05:00.000Z,85.9,85.95,84.73 - 85.95,84.73,9513.0,85.54,85.54,15.650002,0.22277582,70.25 - 89.29607,-3.3960648,-0.038031515,70.25,89.29607,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,79.47524,6.424759,0.08083975,7347.0,10290.0,,Investidores em Geral,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,0.63,0.81,15/06/2023,31/05/2023,0.62,0.79,102.84,0.81,21.0,0.2,14637.0,281094999.93,78.25,Tijolo,Imóveis Industriais e Logísticos
188,LIFE11,BRL,FII LIFE    CI,Life Capital Partners Fundo De Investimentos Imobiliarios,-0.020000458,-0.19194297,2023-07-28T20:00:00.000Z,10.4,10.5,10.4 - 10.5,10.4,16663.0,10.42,10.45,0.90999985,0.095890395,9.49 - 11.99,-1.5900002,-0.13261053,9.49,11.99,,,https://brapi.dev/favicon.svg,10.2181635,0.18183613,0.017795382,18790.0,9584.0,109531752.0,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.15,1.47,07/06/2023,31/05/2023,0.14,1.37,10.18,1.0,11.0,,1822.0,175072637.56,10.18,Tijolo,Imóveis Comerciais - Outros
189,LKDV11,BRL,FII DEV ONE CI,Fundo De Investimento Imobiliario Development V1,0.0,0.0,2023-07-27T19:47:00.000Z,969.58,969.58,969.58 - 969.58,969.58,0.0,969.58,0.0,0.0,0.0,969.58 - 969.58,0.0,0.0,969.58,969.58,,,https://brapi.dev/favicon.svg,969.58,0.0,0.0,600.0,600.0,,,,,,,,,,,,,,,,,,
190,LLAO11,BRL,FII BS2     CI,Bs2 Allinvestments Fundo De Investimento Imobiliario,0.0,0.0,2022-11-30T21:00:00.000Z,100.96,100.96,100.96 - 100.96,100.96,0.0,100.96,0.0,0.0,0.0,100.96 - 100.96,0.0,0.0,100.96,100.96,,,https://brapi.dev/favicon.svg,100.96,0.0,0.0,0.0,0.0,36460696.0,Investidor Qualificado,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,6.25,,01/06/2023,25/05/2023,0.58,,102.58,,1.0,,78.0,34449278.59,,Fundo Misto,Misto
191,LSAG11,BRL,FIAGRO LESTECI,Leste Fundo De Investimento Nas Cadeias Produtivas Agroindustriais - Fiagro - Imobiliario,-0.11000061,-0.10226907,2023-07-28T19:49:46.000Z,107.45,108.81,106.5 - 108.81,106.5,3599.0,107.56,108.81,5.449997,0.053431343,102.0 - 129.0,-21.550003,-0.16705428,102.0,129.0,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,107.71085,-0.26085663,-0.002421823,1093.0,1760.0,,Investidor Profissional,PLURAL S.A. BANCO MÚLTIPLO,1.7,1.59,15/06/2023,31/05/2023,1.57,1.47,100.01,1.05,808.0,,1930.0,80622196.54,106.79,Fiagro,Fiagro
192,LSPA11,BRL,FII LESTE PACI,Leste Riva Equity Preferencial I Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T16:42:55.000Z,101.3,101.3,101.3 - 101.3,101.3,20.0,101.3,101.3,0.0,0.0,101.3 - 107.7,-6.399994,-0.059424274,101.3,107.7,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,106.84705,-5.5470505,-0.051915802,3.0,2.0,40975852.0,Investidor Profissional,PLURAL S.A. BANCO MÚLTIPLO,0.77,,15/06/2023,31/05/2023,0.75,,114.32,0.94,2.0,,224.0,46255751.17,,Papel,Papéis
193,LUGG11,BRL,FII LUGGO   CI,Luggo Fundo De Investimento Imobiliario De FII,0.40999603,0.5043622,2023-07-28T19:54:45.000Z,81.7,82.0,81.0 - 82.0,81.0,3813.0,81.29,81.4,13.599998,0.1997063,68.1 - 83.0,-1.300003,-0.015662687,68.1,83.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.38295,7.317047,0.09836995,598.0,847.0,,Investidores em Geral,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,0.62,0.82,15/06/2023,31/05/2023,0.55,0.73,117.76,0.64,731.0,,4200.0,133674010.34,75.5,Fundo Misto,Fundo de Desenvolvimento
194,LVBI11,BRL,FII VBI LOG CI,Fundo De Investimento Imobiliario - VBI Logistico - Cota Fund,0.44000244,0.3746296,2023-07-28T20:05:00.000Z,117.89,118.5,117.05 - 118.5,117.05,10080.0,117.45,117.45,26.39,0.28841528,91.5 - 121.39,-3.5,-0.028832689,91.5,121.39,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,102.43985,15.45015,0.15082167,21633.0,12804.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.76,0.72,07/06/2023,31/05/2023,0.75,0.71,115.62,0.96,177.0,1.15,73400.0,1360434615.7,105.8,Tijolo,Imóveis Industriais e Logísticos
195,MALL11,BRL,FII MALLS BPCI,Malls Brasil Fundo Investimento Imobiliario,-0.83000183,-0.71447176,2023-07-28T20:05:00.000Z,115.34,116.93,115.01 - 116.93,115.01,20840.0,116.17,116.43,19.739998,0.20648533,95.6 - 119.1,-3.7600021,-0.03157013,95.6,119.1,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,105.1485,10.191498,0.096924804,28011.0,25660.0,1052438272.0,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,0.78,0.71,15/06/2023,31/05/2023,0.77,0.71,120.16,0.92,83.0,0.89,117354.0,1094921667.25,109.5,Tijolo,Shoppings
196,MANA11,BRL,FII MANATI  CI,Manati Capital Hedge Fund Fundo De Investimento Imobiliario,0.05000019,0.5128225,2023-07-28T19:28:42.000Z,9.8,9.93,9.75 - 9.93,9.75,788.0,9.75,9.89,0.77999973,0.08647447,9.02 - 10.49,-0.6899996,-0.06577689,9.02,10.49,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,9.8007,-0.00069999695,-7.142316e-05,26522.0,9606.0,192010416.0,Investidor Profissional,BANCO DAYCOVAL S.A.,0.12,1.2,22/06/2023,31/05/2023,0.11,1.11,9.69,0.98,9.0,,2538.0,192177224.25,10.01,Fundo Misto,Indefinido
197,MATV11,BRL,FII MORE ATVCI,More Gestao Ativa De Recebiveis Fundo De Investimento Imobiliario,-0.010002136,-0.011544479,2023-07-28T19:26:33.000Z,86.63,86.63,84.3 - 86.63,84.3,273.0,86.64,85.01,16.629997,0.23757139,70.0 - 99.98,-13.350006,-0.13352676,70.0,99.98,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,83.5311,3.0988998,0.037098758,223.0,46.0,36901608.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.6,0.73,22/03/2023,15/03/2023,1.02,1.23,90.92,0.92,155.0,,328.0,39529137.21,82.5,Fundo Misto,Indefinido
198,MAXR11,BRL,FII MAX RET CI,Fundo De Investimentos Imobiliarios - Max Ret,-1.7600021,-2.368778,2023-07-28T19:06:05.000Z,72.54,74.3,72.54 - 74.3,72.54,755.0,74.3,74.3,18.420002,0.3403548,54.12 - 91.13,-18.589996,-0.20399426,54.12,91.13,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,69.09965,3.4403534,0.049788292,918.0,451.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.74,1.07,15/06/2023,07/06/2023,0.64,0.93,123.81,0.55,2.0,,4313.0,138982978.07,68.95,Tijolo,Varejo
199,MCCI11,BRL,FII MAUA    CI  ER,Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,0.55999756,0.608693,2023-07-28T20:05:00.000Z,92.56,92.79,91.08 - 92.79,91.08,45197.0,92.0,92.0,10.269997,0.124802485,82.29 - 98.35,-5.790001,-0.05887139,82.29,98.35,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,89.8107,2.749298,0.030612145,45331.0,53797.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.95,1.02,20/06/2023,13/06/2023,1.04,1.12,93.45,0.99,165.0,1.34,112966.0,1612481402.79,93.06,Papel,Papéis
200,MCHF11,BRL,FII MAUA HF CI  ER,Maua Capital Hedge Fund Fundo De Investimento Imobiliario,0.05000019,0.5476472,2023-07-28T20:05:00.000Z,9.18,9.23,9.09 - 9.23,9.09,72733.0,9.13,9.13,1.1500006,0.14321303,8.03 - 9.9,-0.7199993,-0.0727272,8.03,9.9,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.91105,0.26895046,0.030181682,139171.0,123367.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.1,1.12,20/06/2023,13/06/2023,0.11,1.19,9.22,0.97,264.0,0.26,69182.0,304370938.87,8.95,Papel,Fundo de Fundos
201,MCHY11,BRL,FII MAUA HY CI  ER,Fundo De Investimento Imobiliario Maua Capital High Yield - FII,-0.48999786,-0.443437,2023-07-28T19:53:40.000Z,110.01,110.47,110.01 - 110.47,110.01,131.0,110.5,110.26,7.7400055,0.075682074,102.27 - 119.99,-9.979996,-0.083173566,102.27,119.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,108.8334,1.1766052,0.010811068,2423.0,204.0,,Investidor Qualificado,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.4,1.24,23/06/2023,16/06/2023,1.57,1.38,100.97,1.1,543.0,,747.0,362457888.85,113.17,Papel,Papéis
202,MFAI11,BRL,FII MERITOFACI  ES,Merito Fundo E Acoes Imobiliarias Fii - Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T19:50:13.000Z,69.01,70.5,69.01 - 70.5,69.01,1176.0,69.01,69.01,16.510002,0.31447622,52.5 - 70.95,-1.9399948,-0.027343128,52.5,70.95,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,60.37415,8.635853,0.14303891,579.0,1160.0,,Investidores em Geral,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.47,0.78,15/06/2023,31/05/2023,0.54,0.9,64.52,0.95,526.0,,3220.0,25245828.22,60.02,Papel,Fundo de Fundos
203,MFCR11,BRL,FII MERITO RCI,Merito Recebiveis Imobiliarios Fii Fundo De Investimento,0.0,0.0,2023-07-28T18:41:54.000Z,103.9,103.9,103.89 - 103.9,103.89,7.0,103.9,103.9,5.880005,0.05998781,98.02 - 104.0,-0.099998474,-0.0009615238,98.02,104.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,103.4155,0.4845047,0.00468503,12.0,52.0,389642656.0,Investidores em Geral,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1.3,,15/06/2023,31/05/2023,0.86,,104.07,1.0,25.0,,98.0,10601214.44,,Fundo Misto,Indefinido
204,MFII11,BRL,FII MERITO ICI,Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário,0.09000397,0.09414641,2023-07-28T20:05:00.000Z,95.69,95.79,94.73 - 95.79,94.73,6244.0,95.6,95.6,8.690002,0.099885084,87.0 - 99.0,-3.3099976,-0.03343432,87.0,99.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,93.34568,2.3443222,0.025114415,4452.0,4989.0,397116384.0,Investidores em Geral,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1.1,1.17,15/06/2023,31/05/2023,1.1,1.17,102.93,0.9,16.0,0.34,28424.0,427022750.0,93.98,Fundo Misto,Fundo de Desenvolvimento
205,MGCR11,BRL,FII MOGNO HGCI  ER,FII Mogno Cri High Grade,0.18999958,2.0879073,2023-07-28T19:53:36.000Z,9.29,9.3,9.16 - 9.3,9.16,19235.0,9.1,9.26,1.330656,0.16718163,7.959344 - 9.76366,-0.47366047,-0.048512593,7.959344,9.76366,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.642933,0.64706707,0.07486661,30173.0,25247.0,13213167.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.96,1.15,21/06/2023,14/06/2023,1.04,1.24,90.49,0.91,10.0,,4188.0,129104606.89,83.41,Papel,Papéis
206,MGFF11,BRL,FII MOGNO   CI,Fundo Investimento Imobiliario Mogno Fundo Fundos,0.5999985,0.8843014,2023-07-28T19:53:40.000Z,68.45,68.5,67.57 - 68.5,67.57,11766.0,67.85,67.85,16.449997,0.3163461,52.0 - 68.5,-0.05000305,-0.00072997157,52.0,68.5,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,58.6627,9.787296,0.1668402,22087.0,20594.0,622475392.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.47,0.77,19/06/2023,07/06/2023,0.53,0.87,69.32,0.88,66.0,0.49,47856.0,649746111.84,61.02,Papel,Fundo de Fundos
207,MGHT11,BRL,FII MOGNO HTCI  ER,Fundo De Investimento Imobiliario Mogno Hoteis,-0.05000305,-0.07347987,2023-07-28T19:48:07.000Z,68.0,68.5,67.57 - 68.5,67.57,1133.0,68.05,68.45,16.16,0.3117284,51.84 - 77.49,-9.489998,-0.12246739,51.84,77.49,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,59.5389,8.461102,0.14211048,2676.0,1704.0,89337040.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.8,1.3,20/06/2023,13/06/2023,0.75,1.22,86.0,0.72,14.0,,3578.0,113963039.95,61.5,Tijolo,Hotéis
208,MINT11,BRL,FII MINT EDUCI,Fundo De Investimento Imobiliario Mint Educacional,0.0,0.0,2023-07-27T19:01:23.000Z,105.28,105.28,105.28 - 105.28,105.28,0.0,105.28,0.0,9.279999,0.09666666,96.0 - 106.58,-1.300003,-0.012197439,96.0,106.58,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,101.7835,3.496498,0.034352306,1218.0,898.0,,,,,,,,,,,,,,,,,,
209,MMPD11,BRL,FII MAUA MPDCI,Fundo De Investimento Imobiliario Maua Capital MPD Desenvolvimento Residencial,0.0,0.0,2023-06-26T17:13:52.000Z,0.0,0.0,0.0 - 0.0,0.0,0.0,0.0,0.0,0.0,,0.0 - 110.61,-110.61,-1.0,0.0,110.61,,,https://brapi.dev/favicon.svg,110.61,-110.61,-1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,
210,MMVE11,BRL,FII MMVE OP CI,Mmve Oportunidades Imobiliarias Fundo De Investimento Imobiliario,0.0,0.0,2023-07-17T19:38:24.000Z,163.84,163.84,163.84 - 163.84,163.84,0.0,163.84,0.0,33.839996,0.26030767,130.0 - 165.83,-1.9900055,-0.012000274,130.0,165.83,,,https://brapi.dev/favicon.svg,155.58376,8.256241,0.053066213,0.0,0.0,,,,,,,,,,,,,,,,,,
211,MORC11,BRL,FII MORE CRICI  ER,More Recebiveis Imobiliarios FII Fundo De Investimento Imobiliario,-0.21000671,-0.22542584,2023-07-28T20:05:00.000Z,92.95,93.19,92.8 - 93.19,92.8,4387.0,93.16,93.15,8.949997,0.10654758,84.0 - 97.82,-4.8700027,-0.04978535,84.0,97.82,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.05275,0.8972473,0.009747099,3761.0,3850.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.1,1.25,25/05/2023,18/05/2023,1.19,1.35,98.11,0.92,11.0,0.12,5565.0,148580829.62,88.0,Papel,Papéis
212,MORE11,BRL,FII MORE RE CI  ER,More Real Estate FOF Fundo De Investimento Imobiliario,0.15000153,0.19997537,2023-07-28T20:00:00.000Z,75.16,75.48,74.45 - 75.48,74.45,6200.0,75.01,74.45,16.360004,0.27823138,58.8 - 76.99,-1.8299942,-0.023769246,58.8,76.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,65.95275,9.2072525,0.13960376,8009.0,8196.0,174305072.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.6,0.88,21/06/2023,14/06/2023,0.63,0.92,78.92,0.87,35.0,0.14,16860.0,187654550.15,68.32,Papel,Fundo de Fundos
213,MXRF11,BRL,FII MAXI RENCI,Maxi Renda Fundo De Investimento Imobiliaro - FII,0.019999504,0.18885273,2023-07-28T20:07:54.000Z,10.61,10.64,10.58 - 10.64,10.58,670793.0,10.59,10.59,0.92999935,0.09607431,9.68 - 10.97,-0.3600006,-0.032816827,9.68,10.97,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,10.32634,0.28365993,0.027469553,1018117.0,1131794.0,463272896.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.12,1.12,15/06/2023,31/05/2023,0.11,1.01,10.11,1.06,635.0,2.16,843893.0,2274793907.08,10.71,Papel,Papéis
214,MYDW11,BRL,FII RIZA DM CI,Riza Domus Multiestrategia Fundo De Investimento Imobiliario,-266.01,-100.0,2023-05-24T20:16:13.000Z,0.0,0.0,0.0 - 0.0,0.0,,266.01,,0.0,,0.0 - 550.98,-550.98,-1.0,0.0,550.98,,,https://brapi.dev/favicon.svg,549.6433,-549.6433,-1.0,1819.0,0.0,0.0,,,,,,,,,,,,,,,,,
215,NAVT11,BRL,FII NAVI TOTCI  ER,Navi Imobiliario Total Return Fundos De Investimento Imobiliario,0.7900009,0.87983173,2023-07-28T19:44:19.000Z,90.58,90.58,89.5 - 90.58,89.5,9635.0,89.79,89.79,21.760002,0.31618717,68.82 - 92.94,-2.3600006,-0.025392732,68.82,92.94,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,76.74075,13.839249,0.18033767,3108.0,2052.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.85,1.03,21/06/2023,14/06/2023,0.85,1.03,87.3,0.93,8.0,,2056.0,97066029.34,82.44,Papel,Papéis
216,NCHB11,BRL,FII NCH BR  CI,Real Estate Investment Fund FII Nch Brazil - Real Estate Receivables Fund,0.08000183,0.09484509,2023-07-28T20:05:00.000Z,84.43,84.9,83.83 - 84.9,83.83,4200.0,84.35,84.89,8.989998,0.11916752,75.44 - 95.5,-11.07,-0.11591623,75.44,95.5,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,86.57175,-2.1417465,-0.024739556,4073.0,5442.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.19,1.33,15/06/2023,07/06/2023,1.19,1.32,89.77,0.96,10.0,0.13,11726.0,153136281.51,89.49,Papel,Papéis
217,NCRA11,BRL,FIAGRO NCH  CI  ER,Nch Recebiveis Do Agronegocio - Fiagro Imobiliario,0.06000042,0.5464519,2023-07-28T19:53:13.000Z,11.04,11.07,10.98 - 11.07,10.98,11620.0,10.98,10.98,0.06000042,0.0054645194,10.98 - 11.07,-0.029999733,-0.002710003,10.98,11.07,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,,,,,,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.1,0.99,24/05/2023,17/05/2023,0.16,1.5,10.56,0.96,13.0,,5031.0,43392019.2,10.35,Fiagro,Fiagro
218,NCRI11,BRL,FII NAVI CRICI,Navi Credito Imobiliario - Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T18:55:53.000Z,9.29,9.29,9.22 - 9.29,9.22,17.0,9.29,9.29,1.2699995,0.15835404,8.02 - 10.0,-0.71000004,-0.071,8.02,10.0,,,https://brapi.dev/favicon.svg,9.233672,0.05632782,0.006100262,1603.0,201.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.1,1.15,15/06/2023,06/06/2023,0.05,0.63,10.25,0.87,3.0,,350.0,40270630.8,8.66,Sem categoria,
219,NEWL11,BRL,FII NEWPORT CI,Newport Logastica Fundo De Investimento Imobiliario,1.300003,1.160717,2023-07-28T19:42:48.000Z,113.3,113.45,111.5 - 113.45,111.5,20697.0,112.0,112.56,23.800003,0.26592183,89.5 - 115.8,-2.5,-0.021588946,89.5,115.8,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,100.56285,12.737152,0.12665862,9687.0,9372.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,0.93,0.92,15/06/2023,31/05/2023,1.01,1.01,120.64,0.84,2.0,,3503.0,247190337.53,100.63,Tijolo,Imóveis Industriais e Logísticos
220,NEWU11,BRL,FII NEWRU   CI,Renda de Escritorios Fundo de Investimento Imobiliario - Cotas Fundo,-0.020004272,-0.02726492,2023-07-28T19:46:53.000Z,73.35,73.37,73.35 - 73.37,73.35,16.0,73.37,73.37,41.85,1.3285714,31.5 - 75.0,-1.6500015,-0.02200002,31.5,75.0,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,56.8829,16.467098,0.28949118,1412.0,4429.0,,Investidores em Geral,PLURAL S.A. BANCO MÚLTIPLO,0.14,0.2,15/06/2023,31/05/2023,0.07,0.09,68.88,1.0,213.0,,1526.0,51144859.74,69.99,Tijolo,Lajes Corporativas
221,NSLU11,BRL,FII LOURDES CI,Hospital Nossa Senhora De Lourde Fund,-1.0899963,-0.599954,2023-07-28T19:35:01.000Z,180.59,182.68,180.12 - 182.68,180.12,317.0,181.68,181.7,33.789993,0.23017706,146.8 - 187.5,-6.9100037,-0.036853354,146.8,187.5,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,167.9653,12.624695,0.075162515,955.0,484.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.53,0.86,07/06/2023,31/05/2023,1.27,0.72,199.27,0.89,4.0,0.2,6510.0,257831880.54,177.42,Tijolo,Hospitalar
222,NVHO11,BRL,FII NOVOHORICI,Fundo Invest,0.0,0.0,2023-07-28T19:38:55.000Z,10.18,10.18,10.05 - 10.18,10.05,196.0,10.18,10.18,1.0799999,0.118681304,9.1 - 12.56,-2.38,-0.18949045,9.1,12.56,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,10.7561,-0.5760994,-0.05356025,581.0,488.0,422414016.0,Investidor Qualificado,PLURAL S.A. BANCO MÚLTIPLO,0.08,0.75,09/06/2023,31/05/2023,0.08,0.74,13.96,0.73,378.0,,2205.0,580193486.95,11.0,Tijolo,Hospitalar
223,OCRE11,BRL,FII OCTO    CI  ER,Octo Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T17:31:09.000Z,103.95,103.95,103.95 - 103.95,103.95,166.0,103.95,103.95,2.949997,0.02920789,101.0 - 108.0,-4.050003,-0.037500028,101.0,108.0,,,https://brapi.dev/favicon.svg,103.913795,0.036201477,0.0003483799,2091.0,998.0,29730322.0,,,,,,,,,,,,,,,,,
224,OGHY11,BRL,FII ORAMA   CI,Orama High Yield Fundo De Investimento Imobiliario,0.020000458,0.19841725,2023-07-28T20:00:00.000Z,10.1,10.1,9.87 - 10.1,9.87,16.0,10.08,9.87,1.1000004,0.12222227,9.0 - 10.51,-0.40999985,-0.03901045,9.0,10.51,,,https://brapi.dev/favicon.svg,10.031026,0.068974495,0.0068761157,360.0,1062.0,,Investidores em Geral,BANCO DAYCOVAL S.A.,0.13,1.29,22/06/2023,31/05/2023,0.03,0.32,9.56,1.04,268.0,,199.0,19965701.88,10.06,Fundo Misto,Indefinido
225,OIAG11,BRL,FIAGRO INNOVCI,Ourinvest Innovation - Fiagro Imobiliario,0.05000019,0.52576435,2023-07-28T20:05:00.000Z,9.56,9.58,9.51 - 9.58,9.51,9596.0,9.51,9.51,0.5800009,0.06458808,8.98 - 11.2,-1.6399994,-0.14642853,8.98,11.2,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,10.0076,-0.4475994,-0.04472595,29981.0,16718.0,,Investidores em Geral,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,0.11,1.12,15/06/2023,07/06/2023,0.13,1.39,9.79,0.94,11.0,,7571.0,88451230.99,9.39,Fiagro,Fiagro
