,Fundo,CNPJ,Quantidade,Valor (R$),Tipo,Data Referência,Dono
0,SANTANDER CASH BLUE FI RF REFERENCIADO DI,10.565.506/0001-00,"11.369.629,61",34340749.87,Outros,31/12/2022,HSML11
0,BRIO MULTIESTRATEGIA - FII,41.081.356/0001-84,"200.784,00",1505880.0,FII,31/12/2022,IBCR11
0,BARIGUI RENDIMENTOS I FII,29.267.567/0001-00,"65.095,00",5702322.0,FII,31/12/2022,IRDM11
1,BLUEMACAW OFFICE FUND II FII,34.895.894/0001-47,"591,00",11820000.0,FII,31/12/2022,IRDM11
2,CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.501.233/0001-15,"469.110,00",4184461.2,FII,31/12/2022,IRDM11
3,DEVANT RECEBÍVEIS IMOBILIÁRIOS FII,37.087.810/0001-37,"1.574.608,00",137384548.0,FII,31/12/2022,IRDM11
4,F.I.I. DEVANT  FUNDO DE FUNDO IMOB.,39.863.059/0001-49,"200.000,00",14600000.0,FII,31/12/2022,IRDM11
5,ESTOQUE RESIDENCIAL E COMERCIAL RIO DE JANEIRO FII,37.266.902/0001-84,"1.494,00",117468000.0,FII,31/12/2022,IRDM11
6,FII GUARDIAN MULTIESTRATÉGIA,41.269.052/0001-45,"2.976.684,00",26700855.48,FII,31/12/2022,IRDM11
7,FII HECTARE CE,30.248.180/0001-96,"548.718,00",55003492.32,FII,31/12/2022,IRDM11
8,HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,08.431.747/0001-06,"5.298,00",1007361.72,FII,31/12/2022,IRDM11
9,CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INVEST IMOBILIÁRIO FII,11.160.521/0001-22,"64.958,00",6635459.7,FII,31/12/2022,IRDM11
10,CSHG RESIDENCIAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,41.922.239/0001-04,"125.000,00",10300000.0,FII,31/12/2022,IRDM11
11,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.360.687/0001-50,"308.911,00",24373077.9,FII,31/12/2022,IRDM11
12,FUNDO DE INVESTIMENTO IMOBILIARIO DE UNIDADES AUTONOMAS,32.774.914/0001-04,"700.100,00",39065580.0,FII,31/12/2022,IRDM11
13,KILIMA VOLKANO RECEBIVEIS IMOBILIARIOS FII,42.273.325/0001-98,"117.592,00",11429942.4,FII,31/12/2022,IRDM11
14,KINEA RENDIMENTOS IMOBILIÁRIOS FII,16.706.958/0001-32,"7.970,00",786559.3,FII,31/12/2022,IRDM11
15,KINEA INDICES DE PREÇOS FII,24.960.430/0001-13,"195.065,00",17936226.75,FII,31/12/2022,IRDM11
16,MANATÍ CAPITAL HEDGE FUND FII,42.888.583/0001-89,"249.000,00",2512410.0,FII,31/12/2022,IRDM11
17,MOGNO RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO,41.320.997/0001-44,"220.000,00",22000000.0,FII,31/12/2022,IRDM11
18,FUNDO DE INVEST IMOB - OURINVEST LOGÍSTICA,13.974.819/0001-00,"81.171,00",3514704.3,FII,31/12/2022,IRDM11
19,QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.400.264/0001-29,"150.010,00",12152310.1,FII,31/12/2022,IRDM11
20,RIO BRAVO FUNDO - FII,17.329.029/0001-14,"49.180,00",2604572.8,FII,31/12/2022,IRDM11
21,RIO BRAVO CRÉDITO IMOB HIGH YIELD FUNDO DE INV. IMOB. - FII,37.899.479/0001-50,"1.321.543,00",128202886.43,FII,31/12/2022,IRDM11
22,RIO BRAVO RENDA RESIDENCIAL FII,36.517.660/0001-91,"4.381,00",236617.81,FII,31/12/2022,IRDM11
23,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO,15.006.286/0001-90,"33.032,00",1609649.36,FII,31/12/2022,IRDM11
24,FII SERRA VERDE,38.082.796/0001-41,"2.855.417,00",23128877.7,FII,31/12/2022,IRDM11
25,FII TG ATIVO REAL,25.032.881/0001-53,"194.869,00",23774018.0,FII,31/12/2022,IRDM11
26,TORDESILHAS EI FII,30.230.870/0001-18,"7.148.299,00",52539997.65,FII,31/12/2022,IRDM11
27,URCA PRIME RENDA FI IMOBILIÁRIO,34.508.872/0001-87,"193.413,00",19554054.3,FII,31/12/2022,IRDM11
28,VERSALHES RECEBÍVEIS IMOBILIÁRIOS FII,36.244.015/0001-42,"2.147.991,00",19525238.19,FII,31/12/2022,IRDM11
29,XP HOTEIS - FII HIBRIDO GESTÃO ATIVA - HOTEL,18.308.516/0001-63,"157.086,00",7343964.0,FII,31/12/2022,IRDM11
30,XP MALLS FII,28.757.546/0001-00,"145.000,00",13873600.0,FII,31/12/2022,IRDM11
31,XP PROP. FUNDO DE INVESTIMENTO IMOBILIAR,30.654.849/0001-40,"290.855,00",9382982.3,FII,31/12/2022,IRDM11
32,XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,30.983.020/0001-90,"51.840,00",393984.0,FII,31/12/2022,IRDM11
33,RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO   RBRS11,36.517.660/0001-91,"680.859,00",36446382.27,FII,31/12/2022,IRDM11
34,FII IDEA!ZARVOS,37.262.531/0001-62,"17.621,36",16404819.94,FII,31/12/2022,IRDM11
35,FII SUCCESPAR VAREJO,27.538.422/0001-71,"276.575,00",32148541.67,FII,31/12/2022,IRDM11
36,FII Hedge Paladin Design Offices,35.688.460/0001-39,"102.000,00",10031251.2,FII,31/12/2022,IRDM11
37,Jive Prop FII Mez,44.428.541/0001-90,"25.000.000,00",25489275.0,FII,31/12/2022,IRDM11
38,FII Fronteira Multi,41.251.077/0001-11,"50.000,00",4998415.7,FII,31/12/2022,IRDM11
39,FII Mirante Realty,41.251.371/0001-23,"348.980,00",34935327.25,FII,31/12/2022,IRDM11
40,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"1.500.050,11",85682404.67,Outros,31/12/2022,IRDM11
0,AUTONOMY EDIFÍCIOS CORPORATIVOS - AIEC11,35..76.5.8/26/0-00,"44.785,00",3110318.25,FII,31/12/2022,JSAF11
1,BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - BCIA11,20..21.6.9/35/0-00,"66.004,00",5609679.96,FII,31/12/2022,JSAF11
2,Capitania Securities II-CPTS11,18..97.9.8/95/0-00,"38.077,00",3125740.93,FII,31/12/2022,JSAF11
3,VBI CRI-CVBI11,28..72.9.1/97/0-00,"95.452,00",8237507.6,FII,31/12/2022,JSAF11
4,CSHG Recebíveis Imobiliários-HGCR11,11..16.0.5/21/0-00,"65.000,00",6639750.0,FII,31/12/2022,JSAF11
5,CSHG Imobiliário-HGFF11,32..78.4.8/98/0-00,"52.495,00",3770190.9,FII,31/12/2022,JSAF11
6,CSHG Prime Offices-HGPO11,11..26.0.1/34/0-00,"46.132,00",12142403.72,FII,31/12/2022,JSAF11
7,JS Real Estate Multigestão-JSRE11,13..37.1.1/32/0-00,"152.583,00",11138559.0,FII,31/12/2022,JSAF11
8,Kinea Rendimentos Imobiliários-KNCR11,16..70.6.9/58/0-00,"125.580,00",12393490.2,FII,31/12/2022,JSAF11
9,Kinea Securities - KNSC11,35..86.4.4/48/0-00,"31.500,00",2721600.0,FII,31/12/2022,JSAF11
10,Maua Capital Recebiveis-MCCI11,23..64.8.9/35/0-00,"48.107,00",4228605.3,FII,31/12/2022,JSAF11
11,Vbi Prime Properties-PVBI11,35..65.2.1/02/0-00,"57.339,00",5375531.25,FII,31/12/2022,JSAF11
12,RIO BRAVO CREDITO IMOB HIGH GRAD - RBHG11,30..64.7.7/58/0-00,"19.627,00",1688903.35,FII,31/12/2022,JSAF11
13,RBR Log-RBRL11,35..70.5.4/63/0-00,"7.582,00",636888.0,FII,31/12/2022,JSAF11
14,RBR Rendimento High Grade-RBRR11,29..46.7.9/77/0-00,"28.439,00",2395132.58,FII,31/12/2022,JSAF11
15,RBR Crédito Imob High Yield-RBRY11,30..16.6.7/00/0-00,"49.823,00",4901088.51,FII,31/12/2022,JSAF11
16,FDO INV IMOB RIO BRAVO RENDA CORPORATIVA - RCRB11,03..68.3.0/56/0-00,"47.065,00",5981961.5,FII,31/12/2022,JSAF11
17,Shopping Pátio Higienópolis - SHPH11,03..50.7.5/19/0-00,"700,00",515522.0,FII,31/12/2022,JSAF11
18,Vectis Juros Real - VCJR11,32..40.0.2/50/0-00,"41,00",3710.91,FII,31/12/2022,JSAF11
19,Valora Re Iii-VGIR11,29..85.2.7/32/0-00,"206.150,00",2030577.5,FII,31/12/2022,JSAF11
20,HSI Ativos Financeiros - HSAF11,35..36.0.6/87/0-00,"16.000,00",1262400.0,FII,31/12/2022,JSAF11
21,BTG Pactual Credito Imobiliario-BTCI11,09..55.2.8/12/0-00,"84.589,00",6842404.21,FII,31/12/2022,JSAF11
22,Kinea Índices de Preços - KNIP11,24..96.0.4/30/0-00,"21.783,00",4873350.0,FII,31/12/2022,JSAF11
0,FII BM Edificio (EDGA11),15..33.3.3/06/0-00,"354.373,00",6750805.65,FII,31/12/2022,JSRE11
1,FII CSHG JHBPW (HGPO11),11..26.0.1/34/0-00,"269.874,00",71033535.54,FII,31/12/2022,JSRE11
2,FII P VARGAS (PRSV11),11..28.1.3/22/0-00,"4.516,00",663852.0,FII,31/12/2022,JSRE11
3,FII Bluemacaw Office Fund II (BLMO11),34..89.5.8/9400-01,"381,00",7600172.76,FII,31/12/2022,JSRE11
4,FDO INV IMOB RIO BRAVO RENDA CORPORATIVA (RCRB11),03..68.3.0/56/0-00,"23.842,00",3030318.2,FII,31/12/2022,JSRE11
0,BB RENDA CORPORATIVA FII,12.681.340/0001-04,"312,00",29390.4,FII,31/03/2023,KFOF11
1,BB PROGRESSIVO II - FII,14.410.722/0001-29,"67.176,00",5691150.72,FII,31/03/2023,KFOF11
2,FII BTG PACTUAL CORPORATE OFFICE FUND,08.924.783/0001-01,"462.053,00",24387157.34,FII,31/03/2023,KFOF11
3,FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,09.552.812/0001-14,"476.262,00",4281595.38,FII,31/03/2023,KFOF11
4,FII CAMPUS FARIA LIMA,11.602.654/0001-01,"19.062,00",1991216.52,FII,31/03/2023,KFOF11
5,CAPITÂNIA SECURITIES,18.979.895/0001-13,"352.563,00",26748954.81,FII,31/03/2023,KFOF11
6,CSHG LOGISTICA FUNDO INVEST IMOBILIARIO,11.728.688/0001-47,"2.835,00",454932.45,FII,31/03/2023,KFOF11
7,HEDGE BRASIL SHOPPING FII,08.431.747/0001-06,"49.846,00",9091910.4,FII,31/03/2023,KFOF11
8,HSI MALLS FII,32.892.018/0001-31,"441.359,00",35154244.35,FII,31/03/2023,KFOF11
9,JS REAL ESTATE MULTIGESTAO FII,13.371.132/0001-71,"238.260,00",14657755.2,FII,31/03/2023,KFOF11
10,KINEA RENDIMENTOS IMOBILIARIOS FII,16.706.958/0001-32,"397.340,00",38923426.4,FII,31/03/2023,KFOF11
11,MALLS BRASIL FUNDO INVESTIMENTO IMOBILIA,26.499.833/0001-32,"52.841,00",5231259.0,FII,31/03/2023,KFOF11
12,FII VILA OLIMPIA CORPORATE,15.296.696/0001-12,"79.609,00",7324028.0,FII,31/03/2023,KFOF11
13,RBR LOG - FUNDO DE INVESTIMENTO IMOBILIÁ,35.705.463/0001-33,"3,00",210.39,FII,31/03/2023,KFOF11
14,FUNDO INVESTIMENTO IMOBILIARIO RBR ALPHA,27.529.279/0001-51,"42.825,00",2686412.25,FII,31/03/2023,KFOF11
15,FII SHOPPING JARDIM SUL,14.879.856/0001-93,"210.674,00",17037206.38,FII,31/03/2023,KFOF11
16,FII VIA PARQUE SHOPPING,00.332.266/0001-31,"126.484,00",11383560.0,FII,31/03/2023,KFOF11
17,AUTONOMY EDIFÍCIOS CORPORATIVOS FII,35.765.826/0001-26,"200.077,00",12204697.0,FII,31/03/2023,KFOF11
18,HEDGE AAA FUNDO DE INVESTIMENTO IMOBIL,27.445.482/0001-40,"100.000,00",6500000.0,FII,31/03/2023,KFOF11
19,MAUÁ CAPITAL RECEBÍVEIS FII,23.648.935/0001-84,"181.764,00",15448122.36,FII,31/03/2023,KFOF11
20,QUASAR AGRO FII,32.754.734/0001-52,"27.596,00",1132539.84,FII,31/03/2023,KFOF11
21,FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,"197.440,00",17019328.0,FII,31/03/2023,KFOF11
22,RIO BRAVO RENDA EDUCACIONAL FII,13.873.457/0001-52,"151.371,00",18662530.59,FII,31/03/2023,KFOF11
23,RIO BRAVO RENDA VAREJO FII,15.576.907/0001-70,"73.030,00",6665448.1,FII,31/03/2023,KFOF11
24,FII SUCESSPAR VAREJO,27.538.422/0001-71,"92.192,00",10784181.18,FII,31/03/2023,KFOF11
25,VALORA CRI CDI FII,29.852.732/0001-91,"992.007,00",9225665.1,FII,31/03/2023,KFOF11
26,FUNDO DE INVESTIMENTO IMOBILIARIO VBI CRI,28.729.197/0001-13,"225.261,00",20102291.64,FII,31/03/2023,KFOF11
27,FII VBI LOGISTICO,30.629.603/0001-18,"338.400,00",32066784.0,FII,31/03/2023,KFOF11
28,FII VBI PRIME PROPERTIES,35.652.102/0001-76,"206.918,00",18519161.0,FII,31/03/2023,KFOF11
29,XP LOG FII,26.502.794/0001-85,"200.810,00",18952447.8,FII,31/03/2023,KFOF11
0,FII BB PRGII - BBPO11,14..41.0.7/22/0-00,"120.912,00",10337976.0,FII,30/12/2022,KISU11
1,FII BRESCO - BRCO11,20..74.8.5/15/0-00,"133.069,00",13083344.08,FII,30/12/2022,KISU11
2,FII BC FUND - BRCR11,08..92.4.7/83/0-00,"192.783,00",11416609.26,FII,30/12/2022,KISU11
3,FII BTLG - BTLG11,11..83.9.5/93/0-00,"113.329,00",11378231.6,FII,30/12/2022,KISU11
4,FII CAPI SEC - CPTS11,18..97.9.8/95/0-00,"157.154,00",12900771.86,FII,30/12/2022,KISU11
5,FII DEVANT - DEVA11,37..08.7.8/10/0-00,"81.258,00",7089760.5,FII,30/12/2022,KISU11
6,FII DEVA PRO - DPRO11,42.922.127/0001-08,"80.000,00",7998400.0,FII,30/12/2022,KISU11
7,FII G TOWERS - GTWR11,23..74.0.5/27/0-00,"123.502,00",9818409.0,FII,30/12/2022,KISU11
8,FII HECTARE - HCTR11,30..24.8.1/80/0-00,"116.600,00",11687984.0,FII,30/12/2022,KISU11
9,FII HEDGEBS - HGBS11,08..43.1.7/47/0-00,"67.953,00",12920583.42,FII,30/12/2022,KISU11
10,FII CSHG CRI - HGCR11,11..16.0.5/21/0-00,"126.529,00",12924937.35,FII,30/12/2022,KISU11
11,FII CSHG LOG - HGLG11,11..72.8.6/88/0-00,"74.197,00",12205406.5,FII,30/12/2022,KISU11
12,FII HG REAL - HGRE11,09..07.2.0/17/0-00,"83.808,00",10309222.08,FII,30/12/2022,KISU11
13,FII CSHG URB - HGRU11,29..64.1.2/26/0-00,"119.103,00",14553195.57,FII,30/12/2022,KISU11
14,HSI LOGISTICA - FII BRL1832 - HSLG11,32.903.621/0001-71,"81.182,00",7217079.8,FII,30/12/2022,KISU11
15,FII HSI MALL - HSML11,32..89.2.0/18/0-00,"145.603,00",11916149.52,FII,30/12/2022,KISU11
16,FII IRIDIUM - IRDM11,28..83.0.3/25/0-00,"128.366,00",11854600.1,FII,30/12/2022,KISU11
17,FII JS REAL - JSRE11,13..37.1.1/32/0-00,"142.560,00",10406880.0,FII,30/12/2022,KISU11
18,FII KINEA RI - KNCR11,16..70.6.9/58/0-00,"131.000,00",12928390.0,FII,30/12/2022,KISU11
19,FII KINEA HY - KNHY11,30..13.0.7/08/0-00,"125.700,00",12294717.0,FII,30/12/2022,KISU11
20,FII KINEA IP - KNIP11,24..96.0.4/30/0-00,"126.977,00",11675535.15,FII,30/12/2022,KISU11
21,FII KINEA - KNRI11,12..00.5.9/56/0-00,"96.760,00",13565752.0,FII,30/12/2022,KISU11
22,FII VBI LOG - LVBI11,30..62.9.6/03/0-00,"124.239,00",12800344.17,FII,30/12/2022,KISU11
23,FII MAUA - MCCI11,23..64.8.9/35/0-00,"102.995,00",9053260.5,FII,30/12/2022,KISU11
24,FII MAXI REN - MXRF11,97..52.1.2/25/0-00,"1.333.601,00",13456034.09,FII,30/12/2022,KISU11
25,FII RIOB VA CI - RBVA11,15..57.6.9/07/0-00,"104.225,00",9611629.5,FII,30/12/2022,KISU11
26,FII UBS (BR) - RECR11,28..15.2.2/72/0-00,"123.787,00",10866022.86,FII,30/12/2022,KISU11
27,FII TG ATIVO - TGAR11,25..03.2.8/81/0-00,"92.918,00",11335996.0,FII,30/12/2022,KISU11
28,FII BRL1296 - TRX REAL ESTATE FII - TRXF11,28.548.288/0001-52,"10,00",1051.5,FII,30/12/2022,KISU11
29,FII VECTIS - VCJR11,32..40.0.2/50/0-00,"64.904,00",5874461.04,FII,30/12/2022,KISU11
30,FII VINCILOG - VILG11,24..85.3.0/44/0-00,"113.378,00",11329863.54,FII,30/12/2022,KISU11
31,FII VINCI SC - VISC11,17..55.4.2/74/0-00,"119.356,00",12677994.32,FII,30/12/2022,KISU11
32,FII XP LOG - XPLG11,26..50.2.7/94/0-00,"121.465,00",12034752.2,FII,30/12/2022,KISU11
33,FII XP MALLS - XPML11,28..75.7.5/46/0-00,"132.203,00",12649183.04,FII,30/12/2022,KISU11
34,FII BRL2354 - NAVI CREDITO IMOBILIARIO - FII,40.041.603/0001-56,"400.000,00",3998973.79,FII,30/12/2022,KISU11
35,TG REAL ESTATE FII,44.625.562/0001-04,"500.000,00",4652925.64,FII,30/12/2022,KISU11
36,ARX DENALI FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,30.921.203/0001-81,"1.168.109,99",1567555.14,Outros,30/12/2022,KISU11
37,AZ QUEST LUCE FI EM COTAS DE FUNDOS DE INVESTIMENTO RF CP LP,23.556.185/0001-10,"904.044,91",1575219.35,Outros,30/12/2022,KISU11
38,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"45.021,86",2572804.08,Outros,30/12/2022,KISU11
39,KILIMA MAJI FUNDO DE INVESTIMENTO RENDA FIXA,39.375.554/0001-09,"2.473.394,85",2860064.06,Outros,30/12/2022,KISU11
0,FII BB PRGII - BBPO11,14..41.0.7/22/0-00,"120.912,00",10243664.64,FII,31/03/2023,KISU11
1,FII BRESCO - BRCO11,20..74.8.5/15/0-00,"133.069,00",12406022.87,FII,31/03/2023,KISU11
2,FII BC FUND - BRCR11,08..92.4.7/83/0-00,"192.783,00",10175086.74,FII,31/03/2023,KISU11
3,FII BTLG - BTLG11,11..83.9.5/93/0-00,"113.329,00",10708457.21,FII,31/03/2023,KISU11
4,FII CAPI SEC - CPTS11,18..97.9.8/95/0-00,"157.154,00",11923273.98,FII,31/03/2023,KISU11
5,FII DEVANT - DEVA11,37..08.7.8/10/0-00,"81.258,00",4542322.2,FII,31/03/2023,KISU11
6,FII DEVA PRO - DPRO11,42.922.127/0001-08,"80.000,00",7840000.0,FII,31/03/2023,KISU11
7,FII DEVA PRO - DPRO12,42.922.127/0001-08,"110.240,00",0.01,FII,31/03/2023,KISU11
8,FII G TOWERS - GTWR11,23..74.0.5/27/0-00,"123.502,00",9208309.12,FII,31/03/2023,KISU11
9,FII HECTARE - HCTR11,30..24.8.1/80/0-00,"116.600,00",6878234.0,FII,31/03/2023,KISU11
10,FII HEDGEBS - HGBS11,08..43.1.7/47/0-00,"67.953,00",12394627.2,FII,31/03/2023,KISU11
11,FII CSHG CRI - HGCR11,11..16.0.5/21/0-00,"126.529,00",13031221.71,FII,31/03/2023,KISU11
12,FII CSHG LOG - HGLG11,11..72.8.6/88/0-00,"74.197,00",11906392.59,FII,31/03/2023,KISU11
13,FII HG REAL - HGRE11,09..07.2.0/17/0-00,"83.808,00",9352972.8,FII,31/03/2023,KISU11
14,FII CSHG URB - HGRU11,29..64.1.2/26/0-00,"119.103,00",13723047.66,FII,31/03/2023,KISU11
15,HSI LOGISTICA - FII BRL1832 - HSLG11,32.903.621/0001-71,"81.182,00",6150348.32,FII,31/03/2023,KISU11
16,FII HSI MALL - HSML11,32..89.2.0/18/0-00,"145.603,00",11597278.95,FII,31/03/2023,KISU11
17,FII IRIDIUM - IRDM11,28..83.0.3/25/0-00,"128.366,00",10328328.36,FII,31/03/2023,KISU11
18,FII JS REAL - JSRE11,13..37.1.1/32/0-00,"142.560,00",8770291.2,FII,31/03/2023,KISU11
19,FII KINEA RI - KNCR11,16..70.6.9/58/0-00,"131.000,00",12832760.0,FII,31/03/2023,KISU11
20,FII KINEA HY - KNHY11,30..13.0.7/08/0-00,"125.700,00",12394020.0,FII,31/03/2023,KISU11
21,FII KINEA IP - KNIP11,24..96.0.4/30/0-00,"126.977,00",11660297.91,FII,31/03/2023,KISU11
22,FII KINEA - KNRI11,12..00.5.9/56/0-00,"96.760,00",13341268.8,FII,31/03/2023,KISU11
23,FII VBI LOG - LVBI11,30..62.9.6/03/0-00,"124.239,00",11772887.64,FII,31/03/2023,KISU11
24,FII MAUA - MCCI11,23..64.8.9/35/0-00,"102.995,00",8753545.05,FII,31/03/2023,KISU11
25,FII MAXI REN - MXRF11,97..52.1.2/25/0-00,"1.333.601,00",13842778.38,FII,31/03/2023,KISU11
26,FII RIOB VA CI - RBVA11,15..57.6.9/07/0-00,"104.225,00",9512615.75,FII,31/03/2023,KISU11
27,FII UBS (BR) - RECR11,28..15.2.2/72/0-00,"123.787,00",9562545.75,FII,31/03/2023,KISU11
28,FII TG ATIVO - TGAR11,25..03.2.8/81/0-00,"92.918,00",10541547.1,FII,31/03/2023,KISU11
29,FII BRL1296 - TRX REAL ESTATE FII - TRXF11,28.548.288/0001-52,"10,00",1024.8,FII,31/03/2023,KISU11
30,FII VECTIS - VCJR11,32..40.0.2/50/0-00,"64.904,00",5688835.6,FII,31/03/2023,KISU11
31,FII VINCILOG - VILG11,24..85.3.0/44/0-00,"113.378,00",10050959.7,FII,31/03/2023,KISU11
32,FII VINCI SC - VISC11,17..55.4.2/74/0-00,"119.356,00",12167150.64,FII,31/03/2023,KISU11
33,FII FATOR VE - VRTA11,11.664.201/0001-00,"22.455,00",1919004.3,FII,31/03/2023,KISU11
34,FII XP LOG - XPLG11,26..50.2.7/94/0-00,"121.465,00",11463866.7,FII,31/03/2023,KISU11
35,FII XP MALLS - XPML11,28..75.7.5/46/0-00,"132.203,00",12624064.47,FII,31/03/2023,KISU11
36,FII BRL2354 - NAVI CREDITO IMOBILIARIO - FII,40.041.603/0001-56,"400.000,00",4102373.96,FII,31/03/2023,KISU11
37,TG REAL ESTATE FII,44.625.562/0001-04,"500.000,00",5010833.0,FII,31/03/2023,KISU11
38,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"53.951,45",3182367.91,Outros,31/03/2023,KISU11
39,KILIMA MAJI FUNDO DE INVESTIMENTO RENDA FIXA,39.375.554/0001-09,"2.473.394,85",2926454.81,Outros,31/03/2023,KISU11
0,FII BB PRGII - BBPO11,14..41.0.7/22/0-00,"120.912,00",10337976.0,FII,30/12/2022,KISU11
1,FII BRESCO - BRCO11,20..74.8.5/15/0-00,"133.069,00",13083344.08,FII,30/12/2022,KISU11
2,FII BC FUND - BRCR11,08..92.4.7/83/0-00,"192.783,00",11416609.26,FII,30/12/2022,KISU11
3,FII BTLG - BTLG11,11..83.9.5/93/0-00,"113.329,00",11378231.6,FII,30/12/2022,KISU11
4,FII CAPI SEC - CPTS11,18..97.9.8/95/0-00,"157.154,00",12900771.86,FII,30/12/2022,KISU11
5,FII DEVANT - DEVA11,37..08.7.8/10/0-00,"81.258,00",7089760.5,FII,30/12/2022,KISU11
6,FII DEVA PRO - DPRO11,42.922.127/0001-08,"80.000,00",7998400.0,FII,30/12/2022,KISU11
7,FII G TOWERS - GTWR11,23..74.0.5/27/0-00,"123.502,00",9818409.0,FII,30/12/2022,KISU11
8,FII HECTARE - HCTR11,30..24.8.1/80/0-00,"116.600,00",11687984.0,FII,30/12/2022,KISU11
9,FII HEDGEBS - HGBS11,08..43.1.7/47/0-00,"67.953,00",12920583.42,FII,30/12/2022,KISU11
10,FII CSHG CRI - HGCR11,11..16.0.5/21/0-00,"126.529,00",12924937.35,FII,30/12/2022,KISU11
11,FII CSHG LOG - HGLG11,11..72.8.6/88/0-00,"74.197,00",12205406.5,FII,30/12/2022,KISU11
12,FII HG REAL - HGRE11,09..07.2.0/17/0-00,"83.808,00",10309222.08,FII,30/12/2022,KISU11
13,FII CSHG URB - HGRU11,29..64.1.2/26/0-00,"119.103,00",14553195.57,FII,30/12/2022,KISU11
14,HSI LOGISTICA - FII BRL1832 - HSLG11,32.903.621/0001-71,"81.182,00",7217079.8,FII,30/12/2022,KISU11
15,FII HSI MALL - HSML11,32..89.2.0/18/0-00,"145.603,00",11916149.52,FII,30/12/2022,KISU11
16,FII IRIDIUM - IRDM11,28..83.0.3/25/0-00,"128.366,00",11854600.1,FII,30/12/2022,KISU11
17,FII JS REAL - JSRE11,13..37.1.1/32/0-00,"142.560,00",10406880.0,FII,30/12/2022,KISU11
18,FII KINEA RI - KNCR11,16..70.6.9/58/0-00,"131.000,00",12928390.0,FII,30/12/2022,KISU11
19,FII KINEA HY - KNHY11,30..13.0.7/08/0-00,"125.700,00",12294717.0,FII,30/12/2022,KISU11
20,FII KINEA IP - KNIP11,24..96.0.4/30/0-00,"126.977,00",11675535.15,FII,30/12/2022,KISU11
21,FII KINEA - KNRI11,12..00.5.9/56/0-00,"96.760,00",13565752.0,FII,30/12/2022,KISU11
22,FII VBI LOG - LVBI11,30..62.9.6/03/0-00,"124.239,00",12800344.17,FII,30/12/2022,KISU11
23,FII MAUA - MCCI11,23..64.8.9/35/0-00,"102.995,00",9053260.5,FII,30/12/2022,KISU11
24,FII MAXI REN - MXRF11,97..52.1.2/25/0-00,"1.333.601,00",13456034.09,FII,30/12/2022,KISU11
25,FII RIOB VA CI - RBVA11,15..57.6.9/07/0-00,"104.225,00",9611629.5,FII,30/12/2022,KISU11
26,FII UBS (BR) - RECR11,28..15.2.2/72/0-00,"123.787,00",10866022.86,FII,30/12/2022,KISU11
27,FII TG ATIVO - TGAR11,25..03.2.8/81/0-00,"92.918,00",11335996.0,FII,30/12/2022,KISU11
28,FII BRL1296 - TRX REAL ESTATE FII - TRXF11,28.548.288/0001-52,"10,00",1051.5,FII,30/12/2022,KISU11
29,FII VECTIS - VCJR11,32..40.0.2/50/0-00,"64.904,00",5874461.04,FII,30/12/2022,KISU11
30,FII VINCILOG - VILG11,24..85.3.0/44/0-00,"113.378,00",11329863.54,FII,30/12/2022,KISU11
31,FII VINCI SC - VISC11,17..55.4.2/74/0-00,"119.356,00",12677994.32,FII,30/12/2022,KISU11
32,FII XP LOG - XPLG11,26..50.2.7/94/0-00,"121.465,00",12034752.2,FII,30/12/2022,KISU11
33,FII XP MALLS - XPML11,28..75.7.5/46/0-00,"132.203,00",12649183.04,FII,30/12/2022,KISU11
34,FII BRL2354 - NAVI CREDITO IMOBILIARIO - FII,40.041.603/0001-56,"400.000,00",3998973.79,FII,30/12/2022,KISU11
35,TG REAL ESTATE FII,44.625.562/0001-04,"500.000,00",4652925.64,FII,30/12/2022,KISU11
36,ARX DENALI FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,30.921.203/0001-81,"1.168.109,99",1567555.14,Outros,30/12/2022,KISU11
37,AZ QUEST LUCE FI EM COTAS DE FUNDOS DE INVESTIMENTO RF CP LP,23.556.185/0001-10,"904.044,91",1575219.35,Outros,30/12/2022,KISU11
