,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,symbol,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap
99,BRL,FII ABC IMOBCI,FII ABC Plaza Shopping Fund,-0.030006409,-0.041978747,2023-07-28T19:52:52.000Z,71.45,71.49,71.0 - 71.49,71.0,660.0,71.48,71.48,7.779999,0.12219254,63.67 - 77.0,-5.550003,-0.07207796,63.67,77.0,ABCP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,68.79225,2.6577454,0.03863437,872.0,712.0,871961472.0
100,BRL,FII G TOWERSCI,Fundo Investimento Imobiliario Green Towers,0.6399994,0.7678457,2023-07-28T20:05:00.000Z,83.99,83.99,83.2 - 83.99,83.2,14756.0,83.35,83.4,14.909996,0.21583664,69.08 - 87.88,-3.8899994,-0.0442649,69.08,87.88,GTWR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,77.7277,6.2622986,0.080567144,12499.0,8654.0,
101,BRL,FII UNIMED CCI,Fundo De Investimento Imobiliario Hospital Unimed Campina Grande,0.0,0.0,2023-07-28T14:24:37.000Z,88.99,88.99,88.97 - 88.99,88.97,30.0,88.99,88.97,24.970001,0.3900344,64.02 - 103.0,-14.010002,-0.13601944,64.02,103.0,HUCG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,79.9296,9.060394,0.113354675,27.0,12.0,99846776.0
102,BRL,FII H UNIMEDCI,Fundo Investimento Imobiliario Hospital Unimed Sul Capixaba,-1.9700012,-1.8325593,2023-07-28T19:43:35.000Z,105.53,107.5,103.5 - 107.5,103.5,54.0,107.5,107.5,14.909996,0.16453317,90.62 - 120.17,-14.639999,-0.12182741,90.62,120.17,HUSC11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,103.56535,1.9646454,0.018970102,88.0,76.0,
103,BRL,FII INDL BR CI,Real Estate Investment Fund Industry in Brazil,-0.3999939,-0.07906424,2023-07-28T20:00:00.000Z,505.51,505.8,505.0 - 505.8,505.0,275.0,505.91,505.03,75.51001,0.17560467,430.0 - 510.0,-4.48999,-0.008803902,430.0,510.0,FIIB11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,465.00214,40.507874,0.087113306,455.0,382.0,346274368.0
104,BRL,FII MEMORIALCI,Fundos de Investimento Imobiliário Memorial Office Of Cotas,0.0,0.0,2023-07-27T15:12:33.000Z,57.0,57.0,57.0 - 57.0,57.0,0.0,57.0,0.0,9.490002,0.19974746,47.51 - 65.29,-8.290001,-0.12697199,47.51,65.29,FMOF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,55.7237,1.2762985,0.022904051,419.0,429.0,28956456.0
105,BRL,FII MOGNO   CI,Fundo Investimento Imobiliario Mogno Fundo Fundos,0.5999985,0.8843014,2023-07-28T19:53:40.000Z,68.45,68.5,67.57 - 68.5,67.57,11766.0,67.85,67.85,16.449997,0.3163461,52.0 - 68.5,-0.05000305,-0.00072997157,52.0,68.5,MGFF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,58.6627,9.787296,0.1668402,22087.0,20594.0,622475392.0
106,BRL,FII OURILOG CI  ER,Pedra Dourada Fundo De Investimento Imobiliário - FII,0.09000015,0.2158277,2023-07-28T19:54:12.000Z,41.79,42.03,41.65 - 42.03,41.65,2395.0,41.7,41.7,7.540001,0.22014602,34.25 - 48.45,-6.66,-0.13746129,34.25,48.45,OULG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,40.95895,0.8310509,0.020289848,2369.0,2966.0,
107,BRL,FII PANAMBY CI,Fundo de Investimento Imobiliário Panamby,-0.29999924,-1.1918921,2023-07-28T19:34:15.000Z,24.87,25.12,24.38 - 25.12,24.38,66.0,25.17,25.12,17.800001,2.5176804,7.07 - 30.5,-5.629999,-0.18459013,7.07,30.5,PABY11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,15.1947,9.675301,0.63675493,176.0,170.0,18861408.0
108,BRL,FII P NEGRA CI,Fundo Investimento Imobiliario Pedra Negra Renda Imobiliaria,0.76000214,1.1056185,2023-05-02T16:31:51.000Z,69.5,69.5,69.5 - 69.5,69.5,0.0,68.74,0.0,9.5,0.15833333,60.0 - 76.31,-6.8099976,-0.08924122,60.0,76.31,FPNG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,69.73195,-0.23194885,-0.0033262924,0.0,0.0,71052632.0
109,BRL,FII A BRANCACI,Fundo de Investimento Imobiliário Projeto Água Branca,0.0,0.0,2023-07-28T16:20:47.000Z,175.0,175.0,175.0 - 175.0,175.0,6.0,175.0,175.0,63.97,0.5761506,111.03 - 218.83,-43.83,-0.20029247,111.03,218.83,FPAB11,,,https://s3-symbol-logo.tradingview.com/fii-a-brancaci--big.svg,154.7769,20.223099,0.13065967,21.0,7.0,131250000.0
110,BRL,FII RBR PCRICI  ER,Fundo Investimeto Imobiliario Rbr Private Credito Imobiliario,0.8499985,0.86601985,2023-07-28T20:05:00.000Z,99.0,99.0,97.81 - 99.0,97.81,12919.0,98.15,98.17,10.419998,0.11763375,88.58 - 104.99,-5.989998,-0.057053033,88.58,104.99,RBRY11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,95.85425,3.145752,0.032818075,15823.0,20221.0,
111,BRL,FII RBR PROPCI,Fundo Investimento Imobiliario Rbr Properties Fii,0.32999802,0.54880756,2023-07-28T20:06:00.000Z,60.46,60.78,59.6 - 60.78,59.6,45001.0,60.13,60.13,17.129997,0.39533803,43.33 - 65.0,-4.540001,-0.06984617,43.33,65.0,RBRP11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,50.7856,9.6744,0.19049495,21533.0,22213.0,
112,BRL,FII RIOB RC CI,Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa,1.1100006,0.75132024,2023-07-28T20:05:00.000Z,148.85,148.85,146.15 - 148.85,146.15,14791.0,147.74,147.98,43.840004,0.41748407,105.01 - 158.3,-9.449997,-0.059696756,105.01,158.3,RCRB11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,125.4103,23.439705,0.18690415,4924.0,4551.0,
113,BRL,FII RIOB ED CI,Aesapar Fundo de Investimento Imobiliário - FII,0.51000977,0.37240583,2023-07-28T19:44:37.000Z,137.46,137.64,137.0 - 137.64,137.0,971.0,136.95,137.0,22.360008,0.19426593,115.1 - 140.9,-3.4399872,-0.024414388,115.1,140.9,RBED11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,124.3449,13.115105,0.1054736,1854.0,2058.0,309381248.0
114,BRL,FII RIOB VA CI,Fundo Invest Imobiliario Agencias Caixa - FII Fund,0.90999603,0.8407983,2023-07-28T20:05:00.000Z,109.14,109.7,108.23 - 109.7,108.23,3296.0,108.23,108.29,20.739998,0.23461536,88.4 - 110.0,-0.8600006,-0.007818188,88.4,110.0,RBVA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,95.479,13.661003,0.14307863,8023.0,6099.0,312237536.0
115,BRL,FII RIONEGROCI,Fundo de Investimento Imobiliário Rio Negro,0.12000275,0.24405685,2023-07-28T19:28:17.000Z,49.29,49.21,49.11 - 49.21,49.11,1555.0,49.17,49.17,3.9099998,0.0861613,45.38 - 56.99,-7.700001,-0.13511144,45.38,56.99,RNGO11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,48.3703,0.9197006,0.019013746,1420.0,1458.0,131900040.0
116,BRL,FII SC 401  CI,Fundo De Investimento Imobiliário SC  401,165.0,0.19249184,2022-04-29T00:30:54.000Z,165.0,165.0,165.0 - 165.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0 - 165.0,0.0,0.0,165.0,165.0,FISC11,,,https://brapi.dev/favicon.svg,165.0,0.0,0.0,0.0,0.0,280500000.0
117,BRL,FII SCP     CI,Scp Fundo De Investimento NPV,-0.059999943,-1.1834308,2023-07-28T20:05:00.000Z,5.01,5.1,5.01 - 5.1,5.01,331.0,5.07,5.01,0.8300004,0.1985647,4.18 - 7.31,-2.2999997,-0.31463745,4.18,7.31,SCPF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,5.3433,-0.33329964,-0.062377118,741.0,1046.0,21042000.0
118,BRL,FII HIGIENOPCI,FDO INV Imob Shopping Patio Higienopolis,-4.049988,-0.5191959,2023-07-28T18:20:58.000Z,776.0,803.0,773.5 - 803.0,773.5,191.0,780.05,792.96,165.93,0.27198517,610.07 - 844.99,-68.98999,-0.08164593,610.07,844.99,SHPH11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,716.34375,59.65625,0.083278805,212.0,117.0,883701056.0
119,BRL,FII TG ATIVOCI,Fundo Investimento Imobiliario Tg Ativo Real,0.30000305,0.2447007,2023-07-28T20:05:00.000Z,122.9,123.0,122.38 - 123.0,122.38,34031.0,122.6,122.75,14.400002,0.1327189,108.5 - 130.0,-7.0999985,-0.054615375,108.5,130.0,TGAR11,,,https://s3-symbol-logo.tradingview.com/fii-tg-ativoci-er--big.svg,118.67205,4.227951,0.035627186,33424.0,34339.0,
120,BRL,FII THE ONE CI,Fundo de Investimento Imobiliario The One Fund,2.9599915,1.5315318,2023-07-28T15:11:18.000Z,196.23,196.23,193.04 - 196.23,193.04,19.0,193.27,193.31,36.229996,0.22643748,160.0 - 199.81,-3.5800018,-0.017917031,160.0,199.81,ONEF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,176.72345,19.506546,0.110378936,353.0,724.0,178765520.0
121,BRL,FII VEREDA  CI,Vc6 Fundo Invest Imobiliario FII,1.449997,0.5674025,2020-03-02T17:48:00.000Z,257.0,257.0,257.0 - 257.0,257.0,0.0,255.55,0.0,0.0,0.0,257.0 - 257.0,0.0,0.0,257.0,257.0,VERE11,,,https://brapi.dev/favicon.svg,257.0,0.0,0.0,0.0,0.0,141371584.0
122,BRL,FII V PARQUECI,FVPQ - Fii V Parque,0.0799942,0.06842375,2023-07-28T19:47:47.000Z,116.99,117.06,116.6 - 117.06,116.6,330.0,116.91,116.91,32.43,0.38351467,84.56 - 129.99,-13.000008,-0.10000775,84.56,129.99,FVPQ11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,103.1109,13.879097,0.13460359,439.0,419.0,327589536.0
123,BRL,FII VIDANOVACI,Vida Nova Fundo Investimento Immobiliere,0.009999752,0.24813278,2023-07-28T19:42:24.000Z,4.04,4.11,3.99 - 4.11,3.99,1653.0,4.03,4.11,2.08,1.0612245,1.96 - 4.95,-0.90999985,-0.18383837,1.96,4.95,FIVN11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,3.4925,0.5474999,0.15676446,11247.0,3949.0,38027024.0
124,BRL,FII VOT LOG CI,Fundo Investimento Imobiliario Votorantim Logistica,0.27000427,0.2719624,2023-07-28T19:45:10.000Z,99.55,99.58,98.9 - 99.58,98.9,6506.0,99.28,99.28,13.610001,0.15836631,85.94 - 103.5,-3.949997,-0.03816422,85.94,103.5,VTLT11,,,https://s3-symbol-logo.tradingview.com/fii-vot-log-ci-er--big.svg,92.7773,6.772705,0.0729996,1826.0,2116.0,
125,BRL,FII VOT SEC CI,Imobiliario Votorantim Securities Fundos de Investimento,0.0,0.0,2023-07-19T20:05:00.000Z,0.21,0.21,0.21 - 0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21 - 64.01,-63.800003,-0.9967193,0.21,64.01,VSEC11,,,https://s3-symbol-logo.tradingview.com/fii-vot-log-ci-er--big.svg,33.97158,-33.76158,-0.9938184,2.0,41.0,
126,BRL,FII VOT SHOPCI,FII Votorantim shopping,-0.75,-0.9416196,2023-07-28T20:05:00.000Z,78.9,80.45,78.61 - 80.45,78.61,3545.0,79.65,79.65,18.900002,0.31500003,60.0 - 86.41,-7.510002,-0.08691126,60.0,86.41,VSHO11,,,https://s3-symbol-logo.tradingview.com/fii-vot-log-ci-er--big.svg,69.63555,9.26445,0.13304196,1652.0,1991.0,165595328.0
127,BRL,FII UNIDADESCI,Fundo De Investimento Imobiliario De Unidades Autonomas,0.48000336,1.2464383,2023-07-28T20:00:00.000Z,38.99,38.99,38.44 - 38.99,38.44,617.0,38.51,38.46,3.290001,0.09215689,35.7 - 78.01,-39.02,-0.5001923,35.7,78.01,IDFI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,51.50005,-12.510048,-0.24291332,3025.0,274.0,
128,BRL,FII PLURAL RCI,Plural Recebiveis Imobiliarios Fundo De Investimento Imobiliario,-0.5499954,-0.6165868,2023-07-28T20:05:00.000Z,88.65,89.64,88.5 - 89.64,88.5,7419.0,89.2,89.21,7.630005,0.09417434,81.02 - 89.97,-1.3199997,-0.014671554,81.02,89.97,PLCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,84.77155,3.8784485,0.04575177,5625.0,5306.0,186977920.0
129,BRL,FII REC LOG CI,Fundo De Investimento Imobiliario Rec Logistaca,-0.0099983215,-0.01663891,2023-07-28T19:35:02.000Z,60.08,61.15,59.87 - 61.15,59.87,2141.0,60.09,61.15,13.980003,0.3032539,46.1 - 92.0,-31.919998,-0.3469565,46.1,92.0,RELG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,66.23175,-6.1517487,-0.09288217,2619.0,2272.0,
130,BRL,FII VBI CRI CI,Fundo De Investimento Imobiliario VBI Credito,0.19000244,0.20652439,2023-07-28T20:00:00.000Z,92.19,92.34,91.55 - 92.34,91.55,23020.0,92.0,92.0,8.880005,0.106589906,83.31 - 98.79,-6.5999985,-0.066808365,83.31,98.79,CVBI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,89.1906,2.999405,0.03362916,29978.0,28167.0,
131,BRL,FII MAUA    CI  ER,Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,0.55999756,0.608693,2023-07-28T20:05:00.000Z,92.56,92.79,91.08 - 92.79,91.08,45197.0,92.0,92.0,10.269997,0.124802485,82.29 - 98.35,-5.790001,-0.05887139,82.29,98.35,MCCI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,89.8107,2.749298,0.030612145,45331.0,53797.0,
132,BRL,FII ATRIO   CI,Fundo De Investimento Imobiliario Atrio Reit Recebiveis Imobiliarios,0.030000687,0.32931602,2023-07-28T19:54:13.000Z,9.14,9.21,9.11 - 9.21,9.11,19179.0,9.11,9.11,1.1400003,0.14250004,8.0 - 9.6,-0.46000004,-0.04791667,8.0,9.6,ARRI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,8.908572,0.23142815,0.02597814,27598.0,21127.0,
133,BRL,FII BTG AGROCI  ER,FII Btg Pactual Agro Logistica,1.2600021,1.3924214,2023-07-28T19:54:32.000Z,91.75,91.97,90.35 - 91.97,90.35,15998.0,90.49,90.49,10.0,0.12232416,81.75 - 102.9,-11.150002,-0.108357646,81.75,102.9,BTAL11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,91.44645,0.30355072,0.003319437,10554.0,12575.0,
134,BRL,FII CEF CORPCI,Fundo De Investimento Imobiliario Caixa Imoveis Corporativos,0.91999817,1.0864409,2023-07-28T20:05:00.000Z,85.6,85.67,85.02 - 85.67,85.02,1267.0,84.68,85.39,20.57,0.31631556,65.03 - 85.92,-0.3199997,-0.0037243913,65.03,85.92,CXCO11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,72.71315,12.886848,0.17722858,2763.0,2442.0,
135,BRL,FII HOUSI   CI,Fundo De Investimento Imobiliario Housi,0.19999695,0.29069322,2023-07-28T20:05:00.000Z,69.0,69.0,68.8 - 69.0,68.8,75.0,68.8,68.8,18.96,0.37889686,50.04 - 74.65,-5.6500015,-0.07568656,50.04,74.65,HOSI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,60.56625,8.43375,0.13924834,168.0,96.0,41324308.0
136,BRL,FII MOGNO HTCI  ER,Fundo De Investimento Imobiliario Mogno Hoteis,-0.05000305,-0.07347987,2023-07-28T19:48:07.000Z,68.0,68.5,67.57 - 68.5,67.57,1133.0,68.05,68.45,16.16,0.3117284,51.84 - 77.49,-9.489998,-0.12246739,51.84,77.49,MGHT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,59.5389,8.461102,0.14211048,2676.0,1704.0,89337040.0
137,BRL,FII REC FOF CI  ER,Rec Fundo De Fundos - Fii Fundo De Investimento Imobiliario,0.10999298,0.16317011,2023-07-28T19:28:38.000Z,67.52,68.22,67.52 - 68.22,67.52,92.0,67.41,68.22,7.369995,0.12252693,60.15 - 81.04,-13.520004,-0.16683124,60.15,81.04,RECX11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,67.4509,0.069099426,0.0010244404,174.0,74.0,
138,BRL,FII VBI PRI CI,Fundo De Investimento ImobiliarRio Vbi Prime Properties,0.5299988,0.5225782,2023-07-28T20:05:00.000Z,101.95,101.95,101.1 - 101.95,101.1,20552.0,101.42,101.46,17.559998,0.2080815,84.39 - 103.92,-1.9700012,-0.018956902,84.39,103.92,PVBI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.1254,9.8246,0.10664377,41440.0,27916.0,
139,BRL,FII DEVA FOFCI,Fundo De Investimento Imobiliario - Devant Fundo De Fundos Imobiliarios,0.7799988,0.92625433,2023-07-28T19:39:40.000Z,84.99,84.99,83.56 - 84.99,83.56,322.0,84.21,84.2,23.699997,0.38668618,61.29 - 85.95,-0.9599991,-0.011169274,61.29,85.95,DVFF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,71.7171,13.272896,0.18507296,1768.0,300.0,93569736.0
140,BRL,FII RB CFOF CI,Fundo De Investimento Imobiliario RB Capital I Fundo De Fundos,-0.2400055,-0.30473018,2023-07-28T17:51:00.000Z,78.52,78.77,78.06 - 78.77,78.06,872.0,78.76,78.75,16.159996,0.2591404,62.36 - 81.0,-2.4800034,-0.030617325,62.36,81.0,RFOF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,70.9508,7.5691986,0.10668236,1017.0,852.0,
141,BRL,FII MULT RENCI,Fundo De Investimento ImobiliaRio Multi Renda Urbana,0.010002136,0.010613472,2023-07-28T19:51:19.000Z,94.25,94.25,94.2 - 94.25,94.2,2.0,94.24,94.2,13.720001,0.17037131,80.53 - 103.5,-9.25,-0.08937198,80.53,103.5,HBRH11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.56315,1.6868515,0.01822379,745.0,1076.0,
142,BRL,FII BTG CRI CI,Fundo Infestimento Imobiliario Btg Pactual Credito Imobiliario,0.030000687,0.32052016,2023-07-28T20:05:00.000Z,9.39,9.42,9.3 - 9.42,9.3,208220.0,9.36,9.37,0.9900007,0.11785723,8.4 - 10.888888,-1.498888,-0.137653,8.4,10.888888,BTCI11,,,https://brapi.dev/favicon.svg,9.188145,0.20185566,0.021969143,236470.0,196781.0,406501568.0
143,BRL,FII IRIDIUM CI  ER,Fundo Investimento Imobiliario Iridium Recebiveis Imobiliarios,0.27999878,0.32710138,2023-07-28T20:05:00.000Z,85.88,86.5,85.6 - 86.5,85.6,49371.0,85.6,85.6,10.799995,0.1438465,75.08 - 103.77,-17.89,-0.1724005,75.08,103.77,IRDM11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,88.99915,-3.119156,-0.03504703,60315.0,53814.0,2845788416.0
144,BRL,,FOF JHSF Capital   Fundo De Investimento Imobiliario,2.0,1.904762,2023-07-28T19:46:24.000Z,107.0,107.0,107.0 - 107.0,107.0,350.0,105.0,107.0,2.0,0.01904762,105.0 - 107.0,0.0,0.0,105.0,107.0,JCCJ11,,,https://brapi.dev/favicon.svg,105.666664,1.3333359,0.012618321,212.0,212.0,
145,BRL,FII KINEAFOFCI,Kinea Fundo Fundos De Investimento Imobiliario FII,0.040000916,0.042576816,2023-07-28T20:05:00.000Z,93.99,95.0,93.6 - 95.0,93.6,11226.0,93.95,93.95,21.739998,0.30089962,72.25 - 97.97,-3.9800034,-0.040624715,72.25,97.97,KFOF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,81.9303,12.0597,0.14719464,13398.0,10551.0,
146,BRL,FII OU RENDACI  ER,Fundo De Investimento Imobiliario - Ourinvest CYRELA - Fii,0.7900009,0.9381319,2023-07-28T20:00:00.000Z,85.0,85.22,84.25 - 85.22,84.25,1579.0,84.21,84.35,13.889999,0.19533117,71.11 - 85.99,-0.98999786,-0.011512942,71.11,85.99,OURE11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,78.18105,6.818947,0.08721994,1606.0,1252.0,91552648.0
147,BRL,FII BLUE RECCI  ER,Fundo De Investimento Imobiliario - Blue Recebiveis Imobiliarios,0.0,0.0,2023-07-28T13:37:09.000Z,100.39,100.39,100.39 - 100.39,100.39,3.0,100.39,100.39,10.389999,0.11544444,90.0 - 105.29,-4.9000015,-0.046538148,90.0,105.29,BLUR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,100.79495,-0.404953,-0.004017592,65.0,57.0,
148,BRL,FII DEV ONE CI,Fundo De Investimento Imobiliario Development V1,0.0,0.0,2023-07-27T19:47:00.000Z,969.58,969.58,969.58 - 969.58,969.58,0.0,969.58,0.0,0.0,0.0,969.58 - 969.58,0.0,0.0,969.58,969.58,LKDV11,,,https://brapi.dev/favicon.svg,969.58,0.0,0.0,600.0,600.0,
149,BRL,FII RBR III CI,Fundo De Investimento Imobiliario - FII RBR Desenvolvimento III,0.0,0.0,2023-06-23T20:00:00.000Z,915.0,0.0,0.0 - 0.0,0.0,0.0,915.0,0.0,915.0,,0.0 - 999.89,-84.890015,-0.08489935,0.0,999.89,RBRI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,982.4817,-67.48169,-0.068684936,18.0,29.0,
150,BRL,FII SPX SYN CI  ES,Fundo De Investimento Imobiliario - Spx Syn Multiestrategia,2.5999985,2.7659557,2023-07-28T20:00:00.000Z,96.6,97.0,94.25 - 97.0,94.25,17469.0,94.0,95.0,21.559998,0.2873134,75.04 - 102.0,-5.4000015,-0.052941192,75.04,102.0,SPXS11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,87.7744,8.8256,0.10054868,4933.0,9188.0,
151,BRL,FII ATHENA ICI,Fundo De Investimento Imobiliario Athena I,2.050003,2.1590343,2023-07-28T20:00:00.000Z,97.0,97.94,94.94 - 97.94,94.94,7514.0,94.95,94.95,6.8399963,0.07586508,90.16 - 110.0,-13.0,-0.11818182,90.16,110.0,FATN11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,94.54395,2.456047,0.025977833,1579.0,3457.0,117872464.0
152,BRL,FII BRLPROIICI  ER,Fundo De Investimento Imobiliario - Brl Prop Ii,0.0,0.0,2023-07-27T18:44:11.000Z,138.0,138.0,138.0 - 138.0,138.0,0.0,138.0,0.0,13.0,0.104,125.0 - 163.7,-25.699997,-0.15699449,125.0,163.7,BRLA11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,146.12357,-8.123566,-0.05559381,2449.0,1660.0,
153,BRL,FII CAIXA AGCI,Fundo De Investimento Imobiliario Caixa Agencias,0.0,0.0,2023-07-28T19:52:13.000Z,88.02,88.69,87.5 - 88.69,87.5,1182.0,88.02,88.02,13.409996,0.17973457,74.61 - 89.99,-1.9700012,-0.021891335,74.61,89.99,CXAG11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,78.65765,9.362343,0.11902647,1389.0,1127.0,184016368.0
154,BRL,FII HBC REN CI,Fundo De Investimento Imobiliario Hbc Renda Urbana,0.0,0.0,2023-07-27T18:58:36.000Z,120.62,120.62,120.62 - 120.62,120.62,0.0,120.62,0.0,12.139999,0.11191002,108.48 - 120.62,0.0,0.0,108.48,120.62,HBCR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,112.413216,8.206787,0.073005535,43267.0,43267.0,
155,BRL,FII MINT EDUCI,Fundo De Investimento Imobiliario Mint Educacional,0.0,0.0,2023-07-27T19:01:23.000Z,105.28,105.28,105.28 - 105.28,105.28,0.0,105.28,0.0,9.279999,0.09666666,96.0 - 106.58,-1.300003,-0.012197439,96.0,106.58,MINT11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,101.7835,3.496498,0.034352306,1218.0,898.0,
156,BRL,FII RIZA TX CI,Fundo De Investimento Imobiliario Riza Terrax,-1.6500015,-1.7432662,2023-07-28T20:05:00.000Z,93.0,95.5,92.9 - 95.5,92.9,39894.0,94.65,94.64,12.82,0.15989025,80.18 - 107.25,-14.25,-0.13286713,80.18,107.25,RZTR11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,92.05415,0.94584656,0.010274893,22554.0,23778.0,
157,BRL,FII ROOFTOPICI,Fundo De Investimento Imobiliario Rooftop I,0.0,0.0,2023-07-27T19:49:00.000Z,523.99,523.99,523.99 - 523.99,523.99,0.0,523.99,0.0,43.97998,0.091623046,480.01 - 875.0,-351.01,-0.4011543,480.01,875.0,ROOF11,,,https://brapi.dev/favicon.svg,736.2848,-212.2948,-0.28833246,14.0,47.0,40604508.0
158,BRL,FII TOUR V  CI,Fundo De Investimento Imobiliario Tourmalet V Edificio Cidade Nova,0.0,0.0,2023-06-15T15:30:00.000Z,133.42,133.42,133.42 - 133.42,133.42,0.0,133.42,0.0,17.419998,0.1501724,116.0 - 133.58,-0.16000366,-0.0011978114,116.0,133.58,TCIN11,,,https://s3-symbol-logo.tradingview.com/fii-tour-v-ci--big.svg,129.6662,3.7537994,0.028949715,129.0,0.0,110898304.0
159,BRL,FII GALAPAGOCI,Galapagos Fundo De Fundos Fii Fundo De Investimento Imobiliario,-69.3,-100.0,2023-06-27T20:05:00.000Z,0.0,0.0,0.0 - 0.0,0.0,0.0,69.3,0.0,0.0,,0.0 - 75.0,-75.0,-1.0,0.0,75.0,GCFF11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,69.229,-69.229,-1.0,823.0,0.0,0.0
160,BRL,FII GLPG CRICI  ER,Galapagos Recebiveis Imobiliarios Fundo De Investimento Imobiliario,-0.34999847,-0.38255382,2023-07-28T20:00:00.000Z,91.14,91.48,90.51 - 91.48,90.51,1162.0,91.49,91.48,4.0899963,0.04698445,87.05 - 97.48,-6.340004,-0.065039024,87.05,97.48,GCRI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,91.3449,-0.20490265,-0.0022431756,2446.0,1914.0,91318632.0
161,BRL,FII GALAP SPCI,Galapagos Special Oportunities Fundo De Investimento Imobiliario,0.8059006,0.8208056,2023-07-05T19:33:10.000Z,98.99,98.99,98.99 - 98.99,98.99,0.0,98.1841,0.0,0.0,0.0,98.99 - 98.99,0.0,0.0,98.99,98.99,GCOI11,,,https://brapi.dev/favicon.svg,98.99,0.0,0.0,37.0,0.0,
162,BRL,FII GENERAL CI,General Shopping E Outlets Do Brasil Fundo De Investimento Imobiliario FII,0.099999905,1.3908193,2023-07-28T19:54:16.000Z,7.29,7.42,7.19 - 7.42,7.19,685546.0,7.19,7.2,2.9899998,0.69534874,4.3 - 7.95,-0.65999985,-0.083018854,4.3,7.95,GSFI11,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,5.51535,1.7746501,0.32176563,190291.0,280163.0,548194112.0
